frequency,word,skip1,skip2
10,knapp,nn1-np0,8
10,kjell,np0,6
10,kitwe,np0,9
10,kinky,np0,6
10,kinda,np0,4
10,khans,nn2,3
10,keyed,vvd-vvn,10
10,kerly,av0,4
10,kenan,np0,5
10,keech,np0,6
10,keanu,np0,10
10,kates,np0,5
10,karak,nn1-np0,2
10,kanji,np0,9
10,kames,np0,2
10,kamen,np0,7
10,kaidu,nn1-np0,1
10,kahan,np0,5
10,kaffe,np0,7
10,junto,nn1-np0,1
10,jumbo,nn1-np0,7
10,jukes,np0,8
10,josep,np0,7
10,jodel,nn1-np0,3
10,jiwei,np0,6
10,jinky,np0,1
10,jingo,nn1,6
10,jades,nn2,2
10,jabir,np0,10
10,ivies,nn2,8
10,istel,np0,6
10,iommi,np0,4
10,innit,nn1,3
10,image,nn1-vvb,10
10,ileus,nn0,5
10,ieatp,nn1-np0,2
10,hsien,np0,5
10,hsiao,np0,3
10,hoyte,np0,8
10,hoyte,nn1-np0,7
10,hourn,np0,3
10,hosed,vvn,10
10,hoose,nn1,5
10,homey,nn1,9
10,hodai,nn1-np0,1
10,hindu,nn1,10
10,hiles,np0,6
10,hiked,vvd,10
10,hesse,np0,9
10,herve,np0,6
10,hersi,np0,6
10,herms,nn2,2
10,henze,nn1-np0,7
10,henty,nn1-np0,9
10,henri,nn2,6
10,heber,np0,3
10,hazes,nn2,3
10,hauwe,np0,9
10,hausa,nn0,2
10,haunt,nn1-vvb,10
10,harri,np0,8
10,hanif,nn1-np0,4
10,hamza,np0,6
10,hagia,np0,3
10,haden,np0,7
10,gysin,nn1-np0,1
10,gulls,np0,8
10,grupo,nn1-np0,10
10,grove,nn1-vvb,10
10,grice,nn1-np0,5
10,gratz,np0,5
10,grata,nn1,10
10,grail,np0,1
10,govan,aj0-nn1,7
10,goria,np0,4
10,gorer,np0,4
10,gooda,np0,4
10,golub,np0,4
10,golan,aj0-nn1,7
10,gogar,nn1,5
10,gluck,np0,8
10,glaze,vvb,10
10,gipsy,np0,9
10,gipsy,nn1-np0,4
10,gipps,np0,5
10,gigia,np0,1
10,geste,nn1,6
10,ganev,np0,5
10,gales,np0,6
10,galen,nn1-np0,8
10,gains,np0,2
10,fuzzy,np0,8
10,futba,nn1,4
10,furio,nn1-np0,2
10,furby,np0,7
10,fucks,vvz,10
10,frump,nn1,10
10,frude,np0,3
10,fosse,nn1-np0,3
10,forks,vvz,10
10,foots,vvz,10
10,flore,nn1-np0,6
10,fleur,nn1-np0,9
10,flack,nn1-np0,4
10,firle,np0,5
10,finni,np0,1
10,fills,nn2,7
10,filer,nn1,3
10,fiers,np0,6
10,fiche,nn1,5
10,fever,vvb,9
10,fever,np0,9
10,fetva,nn1,1
10,ferri,nn1-np0,4
10,fearn,np0,6
10,fawaz,np0,3
10,farts,nn2-vvz,10
10,farce,np0,9
10,faker,nn1,4
10,exult,vvi,10
10,extol,vvb,9
10,execs,nn2,10
10,exact,vvb,10
10,evens,vvb,8
10,euler,nn1-np0,5
10,etten,np0,1
10,ertha,np0,9
10,envoy,nn1-np0,7
10,empey,np0,6
10,emden,np0,8
10,email,nn1-vvb,6
10,eliya,np0,3
10,elgon,np0,1
10,edits,nn2-vvz,5
10,edina,np0,8
10,eared,aj0,9
10,duvet,nn1-vvb,9
10,dumas,nn2,4
10,dulux,np0,4
10,dulux,nn1-np0,10
10,dujon,np0,5
10,dugan,np0,5
10,drool,nn1,10
10,driss,np0,6
10,drays,nn2,10
10,doubt,av0,10
10,dorje,np0,3
10,donny,aj0,4
10,donne,nn1-np0,5
10,domal,aj0,1
10,dokes,np0,7
10,doily,av0,8
10,divas,nn2,8
10,dista,nn1-np0,4
10,disks,vvz,10
10,dirks,np0,3
10,dinna,nn1,4
10,diano,np0,1
10,denes,np0,6
10,dells,nn2,10
10,deems,nn2-vvz,6
10,deare,nn1-np0,1
10,deano,np0,8
10,dazed,vvd,9
10,darke,np0,8
10,daffy,aj0,10
10,dacia,np0,5
10,dacia,nn1-np0,5
10,cubes,vvz,10
10,croat,np0,8
10,credo,nn1-np0,7
10,crank,vvi,10
10,crane,vvi,10
10,cramp,np0,3
10,cowls,nn2,6
10,couch,vvb,9
10,cosla,np0,6
10,corso,nn1,3
10,corry,nn1-np0,4
10,corgi,nn2,7
10,corgi,nn1,6
10,copas,np0,8
10,conic,aj0,7
10,conga,nn1,8
10,comms,nn0,6
10,combs,np0,5
10,comas,np0,6
10,coire,vvb,5
10,coeur,nn1-np0,10
10,coeur,nn1,8
10,codec,nn1,3
10,cocom,nn1,8
10,clued,vvn,10
10,cluck,nn1,10
10,cloze,nn1-vvb,5
10,claws,vvz,10
10,claps,nn2,7
10,civvy,aj0,9
10,churt,nn1-np0,3
10,chump,nn1,10
10,chews,vvz,10
10,chaps,vvz,10
10,chaff,nn1-vvb,8
10,chafe,np0,2
10,cetus,nn1-np0,4
10,cetin,np0,8
10,cesta,np0,2
10,celso,np0,3
10,celeb,nn1,10
10,cates,np0,6
10,carre,nn1-np0,7
10,caron,nn1-np0,8
10,canoe,vvi,10
10,butts,vvz,9
10,buffs,vvz,9
10,bruni,nn1-np0,6
10,brief,vvi,9
10,bride,vvi,4
10,briar,nn1-vvb,8
10,brets,np0,1
10,bream,vvb,4
10,bread,np0,6
10,bragg,nn1,4
10,bowed,aj0-vvn,10
10,bourj,np0,4
10,boult,np0,7
10,borgo,np0,2
10,boise,np0,8
10,boggs,np0,8
10,bogey,aj0-nn1,1
10,bluot,np0,1
10,bligh,nn1-np0,7
10,bitch,vvi,8
10,birss,nn1-np0,3
10,biron,nn1-np0,5
10,bided,vvd,10
10,beuys,nn2,7
10,berri,nn1-np0,8
10,bemba,np0,3
10,belig,nn1-np0,1
10,beeby,nn1-np0,5
10,beaks,nn2-vvz,9
10,beads,vvz,9
10,basks,vvz,9
10,basie,np0,10
10,basal,nn1-np0,4
10,barra,nn1-np0,7
10,barge,vvb,10
10,bains,nn2-vvz,6
10,baccy,nn1-np0,1
10,babes,nn2-vvz,9
10,baath,nn1-np0,6
10,azide,nn1-vvb,4
10,azide,nn1,7
10,ayles,np0,3
10,avtar,nn1-np0,5
10,avail,vvb,10
10,autre,nn1,8
10,autos,nn2,8
10,auric,aj0,3
10,attis,np0,2
10,athol,np0,6
10,atari,aj0,4
10,aswan,aj0-nn1,7
10,asmar,nn1-np0,1
10,aslib,nn1-np0,6
10,askey,np0,7
10,asian,nn1,10
10,arius,nn1-np0,2
10,arazi,nn1-np0,5
10,aphra,np0,7
10,anzac,aj0,5
10,annis,nn1-np0,5
10,anker,np0,3
10,anjou,np0,7
10,ampes,np0,1
10,amiri,np0,5
10,amina,np0,5
10,ambra,np0,6
10,amarc,np0,4
10,allay,vvb,10
10,alawi,np0,5
10,akira,np0,9
10,aimee,nn1-np0,5
10,aikau,nn1-np0,1
10,ahmet,np0,8
10,afton,np0,6
10,adour,nn1-np0,1
10,adkin,nn0,1
10,acker,np0,8
10,abyss,nn1-np0,6
10,abuna,nn1-np0,1
10,abuja,nn1-np0,6
10,abell,np0,7
10,abedi,np0,6
10,aaron,nn1,9
9,zorro,nn1-np0,4
9,zoned,vvd-vvn,8
9,zheng,np0,7
9,zelan,nn1-np0,2
9,zeiss,np0,6
9,zahir,np0,3
9,yosef,np0,6
9,yeast,vvi,6
9,yahya,np0,7
9,xtree,np0,3
9,xlvii,crd,9
9,wrong,np0,8
9,wreck,nn1-np0,6
9,worse,nn1,9
9,woozy,aj0,8
9,wombs,nn2,8
9,wolff,vvb,8
9,wires,np0,7
9,wired,aj0-vvn,8
9,wingz,np0,7
9,winch,vvi,8
9,wimpy,np0,8
9,whore,nn1-np0,7
9,wheel,vvb,9
9,whats,nn2,7
9,welds,vvz,9
9,weill,nn1-np0,5
9,waxed,vvd-vvn,8
9,water,vvi,9
9,wasnt,vvb,2
9,warks,np0,7
9,waqar,vvb,3
9,wanta,nn1,5
9,wakes,np0,8
9,wager,nn1-np0,6
9,wades,vvz,9
9,voord,nn1-np0,1
9,voile,nn1,8
9,voice,np0,5
9,vogts,nn2,1
9,vliet,np0,4
9,vlado,nn1-np0,7
9,viseu,nn1-np0,1
9,vires,nn2,6
9,viole,nn1,2
9,vines,vvz,8
9,vezir,nn1,1
9,vexed,vvd-vvn,8
9,vetch,nn1-vvb,8
9,verre,nn1,6
9,verey,np0,6
9,vento,nn1-np0,5
9,vento,nn1,6
9,veiga,np0,5
9,usher,nn1-vvb,8
9,ushaw,nn1-np0,4
9,unzip,vvi,8
9,untag,nn1-np0,7
9,unhcr,np0,4
9,ulloa,np0,8
9,udine,np0,6
9,tykes,np0,6
9,tyger,nn1-np0,7
9,tycho,np0,6
9,twixt,nn1-vvb,9
9,twins,nn2-vvz,9
9,tweet,nn1,6
9,tutti,np0,7
9,tutti,nn2,4
9,turps,nn2,6
9,trunk,nn1-np0,8
9,trots,nn2,9
9,troop,vvi,9
9,troff,nn1,2
9,trodd,np0,5
9,tripp,np0,6
9,tripe,nn1-vvb,9
9,trico,np0,5
9,trews,nn2,9
9,trent,nn1,6
9,trend,vvb,7
9,trawl,vvb,9
9,trash,vvi,9
9,trams,nn2-vvz,8
9,torah,nn1,3
9,topsy,nn1-np0,4
9,topaz,nn1-vvb,6
9,tooth,nn1-np0,7
9,toons,nn2,6
9,tolls,vvz,6
9,title,vvb,9
9,tings,nn2,4
9,times,vvz,8
9,tibet,nn1-vvb,9
9,thais,nn1,8
9,thach,np0,5
9,texel,np0,6
9,tempa,np0,3
9,teems,nn2-vvz,9
9,teale,nn1-np0,4
9,teach,nn1-np0,8
9,tawse,nn1,5
9,tawny,np0,3
9,tarry,nn1,9
9,tarby,nn1-np0,3
9,tapie,nn1-np0,6
9,tante,nn1-np0,6
9,tames,vvz,8
9,tamer,ajc,9
9,tamed,aj0,9
9,tahoe,np0,6
9,tahir,np0,7
9,tabby,aj0,8
9,szulc,np0,1
9,swung,aj0-vvd,9
9,sweet,nn1-np0,6
9,sweet,nn1,8
9,swarm,nn1-vvb,9
9,swail,np0,3
9,swabs,nn2-vvz,8
9,svein,np0,4
9,sushi,nn2,7
9,sunni,nn1-np0,7
9,sully,vvi,9
9,sulci,nn2,2
9,suing,nn1-vvg,8
9,suede,np0,1
9,sucre,nn1-np0,9
9,stupa,nn1,7
9,studs,np0,5
9,strum,vvb,8
9,stoke,nn1-vvb,7
9,stirs,nn2-vvz,9
9,still,aj0-nn1,9
9,sties,nn2,8
9,steal,nn1-vvb,8
9,stats,nn2-vvz,7
9,stash,vvi,9
9,ssats,np0,1
9,sprat,nn1-np0,3
9,spina,np0,3
9,spare,nn1-vvb,9
9,spake,nn1-vvb,7
9,sours,vvz,9
9,soule,nn1-np0,3
9,sopra,nn1,1
9,sodas,nn2,6
9,soars,nn2,8
9,snubs,nn2,9
9,snort,vvb,9
9,smuts,np0,6
9,smirk,vvi,9
9,smick,np0,1
9,sleat,nn1-np0,4
9,skulk,vvi,9
9,skoda,np0,8
9,skits,nn2,9
9,skill,vvi,9
9,skara,np0,6
9,sisal,nn1,8
9,sinix,nn1-np0,9
9,siglo,np0,2
9,sibyl,np0,4
9,shyer,ajc,8
9,shuns,vvz,9
9,shops,vvz,8
9,shona,nn1-np0,7
9,shies,vvz,8
9,sheth,np0,1
9,shelf,np0,4
9,sheff,nn1-vvb,5
9,sheer,av0,8
9,sheep,np0,5
9,shark,np0,8
9,serie,np0,4
9,sekou,np0,5
9,seiko,np0,7
9,sebum,nn1,5
9,seaco,np0,2
9,scoff,vvb,8
9,scoff,nn1-vvb,9
9,scats,np0,4
9,scarf,vvb,8
9,sayed,np0,7
9,saxby,np0,4
9,satis,np0,3
9,sarky,aj0,8
9,samra,np0,2
9,salsa,nn1,8
9,salha,np0,1
9,safra,np0,1
9,saffi,np0,1
9,sacra,np0,8
9,saale,np0,2
9,rusch,np0,3
9,runtu,nn1-np0,3
9,ruler,nn1-np0,9
9,rosin,nn1,8
9,rosch,np0,5
9,rosch,nn1-np0,5
9,rosat,nn1,3
9,roost,vvb,9
9,rocco,nn1-np0,7
9,rills,nn2,8
9,riata,nn1-np0,1
9,reuss,nn1,1
9,reuse,nn1-vvb,6
9,rerum,nn1,8
9,rerpf,np0,1
9,reisz,np0,3
9,regia,np0,6
9,reeds,np0,8
9,recto,nn1,8
9,razak,np0,5
9,rahim,np0,5
9,rafiq,nn1-np0,2
9,racks,vvz,8
9,quote,np0,6
9,quips,vvz,9
9,quill,nn1-vvb,6
9,quick,nn1,8
9,qalib,np0,1
9,pyotr,np0,9
9,pylos,np0,5
9,pygmy,nn1,9
9,pyatt,np0,7
9,pulpy,aj0,9
9,pubis,nn1,6
9,pssru,nn1,1
9,psion,np0,5
9,pryde,np0,5
9,prows,nn2,8
9,proto,nn1,8
9,prost,vvb,2
9,pritt,np0,4
9,prima,nn1-np0,9
9,pratt,nn1,5
9,prais,nn1-np0,5
9,porte,np0,6
9,poles,np0,6
9,poach,nn1-vvb,8
9,plath,nn1-np0,8
9,plata,np0,6
9,pitti,nn1-np0,4
9,pitot,nn1-np0,2
9,pires,np0,7
9,pipit,np0,2
9,pinza,np0,3
9,pinza,nn1-np0,1
9,pilot,np0,7
9,picco,np0,7
9,photo,nn0,6
9,phage,nn1-vvb,7
9,petts,np0,4
9,perez,nn1-np0,3
9,penns,np0,7
9,pedal,vvb,9
9,pecks,nn2,5
9,peats,np0,3
9,pease,nn1-vvb,8
9,pease,nn1,7
9,parte,nn1,7
9,pared,vvd-vvn,8
9,parco,nn1-np0,3
9,paolo,nn1-np0,7
9,paola,np0,7
9,panza,np0,8
9,palls,nn2,5
9,pakis,nn1-np0,8
9,pajot,np0,5
9,pains,nn2-vvz,9
9,pagus,nn1,2
9,paged,vvn,8
9,paean,aj0-nn1,9
9,ozawa,nn1-np0,5
9,oxted,np0,5
9,ovoid,aj0-nn1,8
9,ouija,np0,3
9,orsay,nn1-np0,5
9,orman,np0,1
9,oozed,aj0-vvd,9
9,omran,nn1-np0,2
9,omnia,nn1,4
9,ology,nn1,3
9,olley,nn1-np0,8
9,oiled,aj0-vvn,9
9,odell,nn1-np0,2
9,nyala,nn1,1
9,nuevo,np0,8
9,nowak,nn1-np0,2
9,nosed,vvd-vvn,9
9,norse,nn1-vvb,6
9,nonya,nn1,1
9,nomai,np0,4
9,noell,np0,1
9,nobis,nn1,8
9,nimmo,np0,9
9,nimba,np0,3
9,nikau,nn1-np0,4
9,nihon,np0,6
9,neots,np0,8
9,nelly,nn1,9
9,negra,np0,5
9,neeld,np0,2
9,neeld,nn1-np0,1
9,ndolo,np0,7
9,nazca,np0,7
9,nazca,nn1-np0,4
9,navan,np0,4
9,nasty,np0,8
9,nance,np0,6
9,namur,nn1-np0,7
9,naacp,nn1-np0,8
9,myrna,np0,6
9,mynne,np0,4
9,musik,nn1-np0,8
9,mures,np0,6
9,murad,nn1-np0,3
9,mucky,np0,4
9,moult,vvi,7
9,mosey,nn1,8
9,moria,np0,5
9,moose,nn1-vvb,9
9,momlv,nn1-np0,1
9,molas,np0,2
9,moila,nn1-np0,1
9,mmboe,nn1,2
9,mlstp,np0,3
9,mitte,nn1-np0,2
9,mitac,np0,4
9,mired,vvn,9
9,miras,nn2,5
9,mined,aj0-vvd,8
9,mince,np0,6
9,mihir,nn1-np0,5
9,miaow,nn1,6
9,miall,np0,6
9,metre,nn1-np0,8
9,messe,nn1-np0,7
9,mersa,np0,5
9,meres,nn2,6
9,merde,nn1-np0,6
9,menon,nn1-np0,6
9,meera,np0,4
9,mebbe,np0,7
9,meany,nn1-np0,2
9,mcian,np0,2
9,mauss,nn1-np0,4
9,maury,np0,5
9,mauno,np0,6
9,mauer,nn1-np0,2
9,matsu,nn1-np0,7
9,matif,nn1,2
9,marls,nn2,4
9,mango,nn1-np0,8
9,mancs,nn2,7
9,mamey,np0,1
9,malia,np0,3
9,makin,np0,5
9,maier,np0,9
9,maggi,np0,7
9,madge,nn1-vvb,6
9,macro,np0,8
9,mabey,np0,7
9,lynes,np0,9
9,lurex,nn1-vvb,9
9,lunia,np0,1
9,lungu,nn1-np0,4
9,lunda,np0,6
9,lucey,np0,7
9,lucan,aj0-nn1,7
9,lovat,nn1,7
9,lotus,nn2,8
9,lotto,nn1,9
9,loamy,aj0,8
9,loams,nn2-vvz,5
9,loams,nn2,3
9,llwyd,np0,7
9,livia,np0,5
9,liven,aj0,9
9,liszt,nn1,4
9,lindo,np0,1
9,linby,nn1-np0,1
9,lifer,nn1,7
9,lieut,np0,7
9,liars,nn2-vvz,9
9,lexis,nn1-np0,7
9,legio,np0,3
9,leeks,nn2-vvz,9
9,lazer,nn1,4
9,larbi,np0,8
9,lapel,nn1-vvb,9
9,lanny,np0,6
9,langs,np0,3
9,laney,nn1-np0,2
9,landy,np0,8
9,lamia,nn1-np0,3
9,laigh,np0,1
9,lahud,np0,7
9,laban,np0,7
9,kyowa,np0,6
9,kyowa,nn1-np0,4
9,kyong,nn1-np0,3
9,krohn,np0,3
9,krems,np0,3
9,kovac,np0,4
9,konya,np0,2
9,koala,nn1,9
9,kneed,vvb,7
9,klimt,nn1-np0,7
9,kitto,np0,3
9,kitto,nn1-np0,1
9,kirks,nn2,5
9,kiddo,nn1,7
9,kharg,np0,2
9,kexby,nn1-np0,3
9,kerin,nn1-np0,5
9,kenco,np0,1
9,kegan,nn1-np0,1
9,keeps,nn2,8
9,keefe,np0,8
9,kazuo,np0,8
9,kazan,np0,7
9,kayak,nn1-vvb,3
9,kauai,nn1-np0,4
9,katja,np0,4
9,katia,np0,4
9,katia,nn1-np0,2
9,karma,np0,7
9,kakar,nn1,1
9,judde,np0,3
9,juana,np0,7
9,johne,np0,5
9,jocks,nn2,4
9,jemps,np0,1
9,jemmy,nn1-np0,4
9,jambs,nn2,8
9,jabot,nn1,6
9,ivars,np0,4
9,isuzu,nn1-np0,7
9,ispra,nn1-np0,1
9,iskra,np0,5
9,iqbal,nn1-np0,9
9,inset,vvi,3
9,inset,nn0,7
9,ingli,np0,2
9,ingle,nn1-np0,7
9,impel,vvi,7
9,icbms,np0,8
9,hyped,vvd-vvn,9
9,hyped,aj0,8
9,hural,nn1-np0,7
9,huhne,np0,8
9,howls,vvz,9
9,hound,vvb,7
9,hound,nn1-vvb,9
9,hosed,vvd,8
9,hooch,nn1-np0,8
9,hooch,nn1,9
9,honed,aj0,9
9,hoang,np0,5
9,hijaz,nn1-np0,4
9,hides,np0,3
9,hicks,nn2,6
9,heyes,np0,6
9,heuer,nn1-np0,3
9,hetty,np0,8
9,hersh,np0,7
9,henna,np0,4
9,hendy,nn1-np0,3
9,helga,nn1-np0,5
9,heini,np0,5
9,heide,np0,6
9,hefce,nn1,2
9,heaps,np0,7
9,hares,nn2-vvz,9
9,hards,np0,5
9,hansa,np0,5
9,hanan,np0,8
9,hammy,np0,4
9,hamas,nn2,8
9,hakim,nn1,4
9,haddo,np0,5
9,gusts,nn2-vvz,8
9,gulls,vvz,8
9,guide,np0,7
9,gudok,nn1-np0,1
9,growl,nn1-vvb,9
9,gritt,np0,7
9,grima,np0,5
9,great,av0,8
9,grass,nn1-vvb,8
9,grape,nn1-np0,8
9,gould,vvb,6
9,goths,np0,8
9,gorse,np0,6
9,gored,vvn,9
9,goran,aj0-nn1,4
9,goofy,aj0,6
9,gonna,np0,6
9,gomes,nn2,3
9,gluey,nn1,8
9,gloop,nn1,3
9,gloom,vvb,9
9,glemp,np0,3
9,glaze,vvi,8
9,girly,aj0,8
9,gifts,np0,9
9,geste,nn1-np0,8
9,gerda,nn1-np0,5
9,gedye,nn1-np0,8
9,gedge,nn1,2
9,gazza,nn1,6
9,gavyn,np0,7
9,gault,np0,6
9,gater,np0,5
9,gappy,aj0,9
9,gamut,np0,1
9,galli,nn1-np0,6
9,galla,nn1-np0,3
9,fyffe,np0,7
9,fusco,np0,7
9,furse,np0,3
9,furse,nn1-np0,2
9,frink,np0,9
9,frill,nn1-vvb,9
9,freud,vvi,7
9,forne,np0,1
9,forex,nn1,7
9,foray,nn1-vvb,9
9,folio,nn1-np0,8
9,foamy,aj0,9
9,foams,nn2-vvz,9
9,flung,aj0-vvn,8
9,flour,np0,3
9,flory,nn1-np0,3
9,flits,nn2-vvz,9
9,flirt,nn1-vvb,8
9,flans,nn2,8
9,fired,np0,8
9,fines,vvz,8
9,filmy,aj0-nn1,8
9,fiend,nn1-np0,6
9,fidor,np0,1
9,fiata,nn1-np0,1
9,fiata,nn1,1
9,festa,nn1,4
9,femme,np0,8
9,fells,vvz,9
9,feare,np0,1
9,fayol,nn1-np0,2
9,faxes,vvz,8
9,faure,np0,9
9,farts,vvz,9
9,farne,np0,6
9,fanny,aj0,6
9,faked,aj0-vvd,9
9,fails,nn2-vvz,9
9,fahid,np0,1
9,excel,nn1,9
9,evett,np0,4
9,eryri,np0,3
9,erman,nn1-np0,4
9,erect,np0,5
9,erato,nn1,3
9,epris,np0,1
9,eprdf,np0,5
9,epcot,nn1-np0,4
9,entre,nn1,7
9,enron,nn1,5
9,ellen,nn1,5
9,eland,np0,1
9,eject,vvb,8
9,ehret,nn1-vvb,1
9,eason,np0,6
9,eases,nn2,8
9,easel,np0,7
9,easel,nn1-vvb,9
9,durch,nn1-vvb,7
9,dulac,np0,6
9,druse,nn1-np0,7
9,drubb,np0,1
9,drink,np0,7
9,drape,nn1-vvb,7
9,drams,nn2,6
9,dopey,np0,5
9,donat,nn1-np0,3
9,donal,aj0,5
9,dolly,nn1-np0,5
9,dobry,nn1-np0,1
9,dobby,nn1-np0,1
9,dntps,nn0,5
9,diouf,np0,4
9,dilly,np0,6
9,didna,nn1,7
9,devoy,np0,6
9,devon,nn1-np0,4
9,densa,nn1,3
9,dench,np0,7
9,delft,nn1,6
9,deism,nn1,6
9,decry,vvb,9
9,decay,nn1-np0,8
9,debby,nn1-np0,3
9,deane,aj0-nn1,6
9,dawda,np0,6
9,davos,nn2,4
9,darty,nn1-np0,2
9,darby,nn1,7
9,danse,nn1-np0,8
9,danov,np0,4
9,dagon,nn1-np0,7
9,cyres,np0,9
9,cymru,np0,8
9,cymen,np0,1
9,cyber,nn1,7
9,curio,nn1,9
9,cuomo,np0,7
9,cumin,nn1-np0,4
9,cubit,nn1,4
9,cruet,nn1,8
9,crich,nn1-np0,5
9,crees,np0,5
9,creep,nn1-np0,6
9,craik,nn1-np0,5
9,couch,vvi,9
9,couch,nn1-np0,9
9,coton,nn1-np0,5
9,corpn,nn1-np0,5
9,corfu,np0,7
9,coram,np0,7
9,coned,aj0,8
9,condy,np0,2
9,concs,nn2,4
9,comms,nn2-vvz,6
9,comme,np0,7
9,colet,nn1-np0,2
9,cokes,nn2,7
9,clues,vvz,8
9,clogs,nn2-vvz,9
9,clock,np0,7
9,clint,vvb,7
9,civic,nn1,4
9,cissy,aj0-nn1,9
9,cindy,aj0-nn1,6
9,cider,vvb,9
9,churn,nn1-vvb,8
9,chits,nn2,8
9,chews,nn2,8
9,cheta,np0,1
9,cheep,nn1,7
9,chang,nn1-vvb,8
9,chafe,nn1-np0,4
9,cento,nn1,2
9,ccoac,np0,1
9,cclgf,np0,1
9,ccitt,nn1,6
9,caryl,nn1-np0,3
9,carty,np0,6
9,carte,nn1,9
9,carre,np0,9
9,camas,np0,4
9,cages,vvz,9
9,caged,aj0-vvd,9
9,byles,np0,3
9,butte,nn1-np0,2
9,buteo,nn1-np0,5
9,busch,np0,7
9,buren,np0,7
9,bugsy,np0,6
9,buffy,np0,4
9,buffa,np0,3
9,buffa,nn1,4
9,budge,vvb,7
9,budge,np0,9
9,bucks,nn2-vvz,9
9,bucar,np0,1
9,bubka,np0,6
9,bryer,nn1-np0,5
9,brush,np0,6
9,bruin,nn1-np0,6
9,brats,nn2-vvz,8
9,brain,vvb,7
9,boyer,np0,6
9,bovey,np0,9
9,bould,nn1-np0,6
9,boole,nn1-np0,7
9,bonzo,nn1-np0,6
9,bohun,np0,4
9,boars,nn2-vvz,3
9,blume,nn1-np0,8
9,blitz,vvi,8
9,blitz,nn1-vvb,7
9,bliss,vvb,9
9,blimp,nn1,8
9,blida,np0,8
9,blend,np0,7
9,blase,aj0,9
9,black,vvb,9
9,bivvy,aj0,3
9,biven,np0,3
9,bisto,nn1-np0,7
9,bilen,nn1-np0,1
9,biiba,np0,1
9,bihar,nn1,7
9,betws,np0,6
9,betsy,aj0-nn1,5
9,berta,np0,3
9,beret,nn1-np0,7
9,benji,nn1-np0,2
9,belig,np0,2
9,belch,vvi,9
9,belay,vvi,5
9,beira,np0,7
9,beery,np0,2
9,bazin,np0,5
9,baulk,nn1-np0,1
9,basta,np0,5
9,bargh,nn1-np0,3
9,baldi,np0,3
9,baggs,np0,6
9,baena,np0,8
9,azure,nn1-np0,7
9,azlan,np0,7
9,azhar,nn1-np0,6
9,azapo,nn1-np0,7
9,avers,vvz,9
9,avant,nn1,6
9,atari,aj0-nn1,5
9,astro,nn1-np0,7
9,aster,nn1-np0,4
9,aslib,np0,3
9,asdic,aj0,1
9,arson,np0,6
9,argan,np0,4
9,arfur,np0,4
9,areas,np0,5
9,anzac,np0,4
9,anova,nn1,4
9,annex,np0,7
9,anise,nn1,7
9,ampeg,vvb,3
9,amour,nn1-vvb,9
9,amour,nn1-np0,9
9,amble,vvb,9
9,alder,nn1-vvb,7
9,aksum,nn1-np0,1
9,akram,nn1,8
9,aisne,nn1-np0,3
9,aimee,np0,4
9,aided,np0,5
9,ahmet,nn1-np0,9
9,agora,nn1-np0,7
9,agate,np0,5
9,affix,nn1-vvb,7
9,afars,nn2,4
9,adore,nn1-vvb,9
9,adlai,np0,5
9,adkin,nn1,2
9,adios,np0,5
9,acqua,nn1,3
9,acomb,np0,7
9,acers,nn2,5
9,abwor,nn1-np0,2
9,abuts,vvz,9
9,abeam,nn1,4
9,aaaaa,np0,1
8,zurif,nn1-np0,1
8,zippo,nn1,8
8,zilch,nn1-vvb,8
8,zilch,nn1,8
8,zahid,nn1-np0,4
8,yunus,np0,7
8,yuill,np0,7
8,yuasa,np0,3
8,yourn,nn1,4
8,yoked,aj0,3
8,yobbo,nn1,6
8,yinka,np0,5
8,yavan,nn1-np0,1
8,yanbu,nn1-np0,7
8,xylem,nn1,3
8,xhosa,nn1-np0,7
8,xenia,np0,5
8,wundt,np0,4
8,wormy,aj0,6
8,worke,nn1,3
8,wolpe,np0,4
8,wolde,np0,5
8,wodge,nn1,8
8,witte,np0,4
8,withe,nn1-vvb,8
8,wisps,nn2-vvz,8
8,wined,vvd,8
8,wince,vvb,7
8,wilma,nn1-np0,5
8,wiggs,np0,2
8,whine,vvb,8
8,whigs,vvz,3
8,wharf,nn1-vvb,7
8,whack,nn1-vvb,7
8,werth,np0,5
8,wends,vvz,6
8,weber,nn1,4
8,waxen,aj0-nn1,8
8,waugh,nn1-vvb,4
8,water,vvb,7
8,wasps,vvz,7
8,wands,nn2-vvz,8
8,wakey,np0,4
8,vopos,nn2,1
8,voice,vvb,8
8,vinyl,np0,6
8,ville,nn1,4
8,vigno,nn1-np0,1
8,vigil,nn1-np0,5
8,vexin,nn1,3
8,vesta,nn1-np0,7
8,verve,np0,3
8,verge,vvb,8
8,venue,vvb,7
8,vedas,np0,7
8,vaude,vvb,2
8,vases,vvz,6
8,vardy,nn1-np0,6
8,varah,np0,3
8,value,np0,3
8,vaill,np0,2
8,uunet,nn1-np0,1
8,utley,np0,5
8,usaid,nn0,5
8,ursus,nn1-np0,4
8,unrwa,np0,2
8,undry,nn1,1
8,unctc,nn1-np0,2
8,unani,aj0,1
8,ulimo,np0,7
8,ukias,nn2,2
8,uglow,np0,4
8,uglow,nn1-np0,3
8,tysoe,np0,5
8,tyros,nn2,8
8,tyrie,np0,2
8,twite,nn1,3
8,tweak,vvb,7
8,tuzla,nn1-np0,4
8,tudeh,nn1,2
8,tubal,aj0-nn1,5
